N,P,K,ph,soil_health_score,deficiency_report,soil_health_class
9,56,17,6.261937875,60.0,"N deficient, K deficient",Moderate
14,74,15,6.493036868,60.0,"N deficient, K deficient",Moderate
14,76,20,7.042474679,60.0,"N deficient, K deficient",Moderate
36,65,16,7.692013657,50.0,"N deficient, K deficient, ph excess",Moderate
28,67,21,6.250994222999999,60.0,"N deficient, K deficient",Moderate
28,79,16,6.0521848810000005,60.0,"N deficient, K deficient",Moderate
40,61,22,7.002216044,70.0,"N deficient, K deficient",Moderate
10,70,19,7.272427638,60.0,"N deficient, K deficient",Moderate
12,80,19,5.962001484,60.0,"N deficient, K deficient",Moderate
37,77,20,7.080506001,60.0,"N deficient, K deficient",Moderate
0,67,22,6.5937983870000005,60.0,"N deficient, K deficient",Moderate
7,73,25,7.28805662,60.0,"N deficient, K deficient",Moderate
10,56,18,7.32710972,60.0,"N deficient, K deficient",Moderate
39,70,15,6.366355781,60.0,"N deficient, K deficient",Moderate
26,56,22,7.011121216,60.0,"N deficient, K deficient",Moderate
9,77,17,6.280725549,60.0,"N deficient, K deficient",Moderate
4,59,19,7.621494566,50.0,"N deficient, K deficient, ph excess",Moderate
34,73,15,7.630424082999999,50.0,"N deficient, K deficient, ph excess",Moderate
33,77,15,7.802212437,50.0,"N deficient, K deficient, ph excess",Moderate
2,24,38,5.922935513,50.0,"N deficient, P deficient, K deficient",Moderate
6,18,37,5.937649577999999,50.0,"N deficient, P deficient, K deficient",Moderate
8,26,36,6.804781106,50.0,"N deficient, P deficient, K deficient",Moderate
37,18,39,6.424670614,50.0,"N deficient, P deficient, K deficient",Moderate
0,27,38,6.7380162210000005,50.0,"N deficient, P deficient, K deficient",Moderate
31,25,38,6.4973666770000005,50.0,"N deficient, P deficient, K deficient",Moderate
21,21,38,6.327673765,50.0,"N deficient, P deficient, K deficient",Moderate
6,30,40,6.36137446,60.0,"N deficient, P deficient",Moderate
25,27,41,6.9235093710000015,60.0,"N deficient, P deficient",Moderate
15,11,38,6.630646082999999,50.0,"N deficient, P deficient, K deficient",Moderate
14,5,36,5.832525853,50.0,"N deficient, P deficient, K deficient",Moderate
16,10,41,6.738993954,60.0,"N deficient, P deficient",Moderate
36,7,37,5.782435567,50.0,"N deficient, P deficient, K deficient",Moderate
4,20,41,6.537042717,60.0,"N deficient, P deficient",Moderate
29,22,40,6.145104401,60.0,"N deficient, P deficient",Moderate
16,15,42,6.890784045,60.0,"N deficient, P deficient",Moderate
18,27,41,7.175344328,60.0,"N deficient, P deficient",Moderate
11,18,42,5.938528744,60.0,"N deficient, P deficient",Moderate
5,15,38,5.709380472,50.0,"N deficient, P deficient, K deficient",Moderate
18,23,44,6.184400085,60.0,"N deficient, P deficient",Moderate
9,8,40,6.553509673,60.0,"N deficient, P deficient",Moderate
40,27,45,5.885638185,70.0,"N deficient, P deficient",Moderate
22,23,44,6.1438746910000015,60.0,"N deficient, P deficient",Moderate
9,16,39,6.101198974,50.0,"N deficient, P deficient, K deficient",Moderate
12,29,40,6.594037135,60.0,"N deficient, P deficient",Moderate
0,17,42,6.8598408210000015,60.0,"N deficient, P deficient",Moderate
2,21,44,6.56893406,60.0,"N deficient, P deficient",Moderate
28,6,40,6.769855664,60.0,"N deficient, P deficient",Moderate
8,23,44,7.130837931,60.0,"N deficient, P deficient",Moderate
29,16,36,5.7403380020000006,50.0,"N deficient, P deficient, K deficient",Moderate
17,18,43,5.843005428,60.0,"N deficient, P deficient",Moderate
34,21,42,6.648687273999999,60.0,"N deficient, P deficient",Moderate
21,23,42,6.902751061,60.0,"N deficient, P deficient",Moderate
25,17,40,6.608023872,60.0,"N deficient, P deficient",Moderate
8,25,36,6.828522375,50.0,"N deficient, P deficient, K deficient",Moderate
26,18,42,6.910374919,60.0,"N deficient, P deficient",Moderate
4,19,42,6.306605528,60.0,"N deficient, P deficient",Moderate
36,24,41,7.009180374,60.0,"N deficient, P deficient",Moderate
5,24,40,6.297907578999999,60.0,"N deficient, P deficient",Moderate
19,17,39,6.728599215,50.0,"N deficient, P deficient, K deficient",Moderate
39,30,38,6.965156737999999,50.0,"N deficient, P deficient, K deficient",Moderate
5,29,44,5.578095745,60.0,"N deficient, P deficient",Moderate
4,24,43,7.199504273,60.0,"N deficient, P deficient",Moderate
38,21,35,5.841367187,50.0,"N deficient, P deficient, K deficient",Moderate
37,11,36,6.710143266,50.0,"N deficient, P deficient, K deficient",Moderate
9,25,41,5.972714857000001,60.0,"N deficient, P deficient",Moderate
29,22,43,5.561851831,60.0,"N deficient, P deficient",Moderate
5,21,38,6.107054807999999,50.0,"N deficient, P deficient, K deficient",Moderate
22,26,38,6.988035315,50.0,"N deficient, P deficient, K deficient",Moderate
4,18,37,7.13147457,50.0,"N deficient, P deficient, K deficient",Moderate
21,6,41,7.086947687,60.0,"N deficient, P deficient",Moderate
29,21,45,6.749260456,60.0,"N deficient, P deficient",Moderate
23,5,44,7.16300467,60.0,"N deficient, P deficient",Moderate
13,7,43,7.013481515,60.0,"N deficient, P deficient",Moderate
5,13,37,5.648243648999999,50.0,"N deficient, P deficient, K deficient",Moderate
27,24,41,6.610251186,60.0,"N deficient, P deficient",Moderate
7,23,35,7.054313822999999,50.0,"N deficient, P deficient, K deficient",Moderate
12,20,39,6.026999326,50.0,"N deficient, P deficient, K deficient",Moderate
4,19,43,5.7794274020000005,60.0,"N deficient, P deficient",Moderate
3,9,45,6.535244251,60.0,"N deficient, P deficient",Moderate
1,27,36,5.684995235,50.0,"N deficient, P deficient, K deficient",Moderate
23,30,44,6.12476108,60.0,"N deficient, P deficient",Moderate
24,21,42,6.999014379,60.0,"N deficient, P deficient",Moderate
13,30,37,6.277148771,50.0,"N deficient, P deficient, K deficient",Moderate
40,11,44,6.322396027000001,70.0,"N deficient, P deficient",Moderate
21,9,40,5.956401828,60.0,"N deficient, P deficient",Moderate
3,27,44,6.591302797000001,60.0,"N deficient, P deficient",Moderate
40,29,42,7.104094929,70.0,"N deficient, P deficient",Moderate
14,25,40,6.407872061,60.0,"N deficient, P deficient",Moderate
38,14,37,6.658402594,50.0,"N deficient, P deficient, K deficient",Moderate
34,9,36,6.276038961,50.0,"N deficient, P deficient, K deficient",Moderate
32,14,37,6.825256236,50.0,"N deficient, P deficient, K deficient",Moderate
18,21,35,6.368560522,50.0,"N deficient, P deficient, K deficient",Moderate
8,23,38,7.005410734,50.0,"N deficient, P deficient, K deficient",Moderate
15,6,41,6.8973684770000006,60.0,"N deficient, P deficient",Moderate
0,5,36,6.152906502,50.0,"N deficient, P deficient, K deficient",Moderate
22,9,44,5.744361602000001,60.0,"N deficient, P deficient",Moderate
14,8,43,7.051654924,60.0,"N deficient, P deficient",Moderate
31,11,45,6.034612928,60.0,"N deficient, P deficient",Moderate
39,17,45,6.9244907310000015,60.0,"N deficient, P deficient",Moderate
10,5,42,6.887005997,60.0,"N deficient, P deficient",Moderate
8,28,38,6.8444019,50.0,"N deficient, P deficient, K deficient",Moderate
32,13,42,5.786058032000001,60.0,"N deficient, P deficient",Moderate
18,9,40,5.627186257000001,60.0,"N deficient, P deficient",Moderate
20,27,41,5.700088663,60.0,"N deficient, P deficient",Moderate
39,25,36,5.567805185,50.0,"N deficient, P deficient, K deficient",Moderate
20,7,45,6.077886012,60.0,"N deficient, P deficient",Moderate
11,10,45,6.397995609,60.0,"N deficient, P deficient",Moderate
40,18,43,5.767372539,70.0,"N deficient, P deficient",Moderate
3,26,39,7.079973241,50.0,"N deficient, P deficient, K deficient",Moderate
9,16,36,5.893332377999999,50.0,"N deficient, P deficient, K deficient",Moderate
30,20,38,7.058222596,50.0,"N deficient, P deficient, K deficient",Moderate
40,9,41,5.78270695,70.0,"N deficient, P deficient",Moderate
40,30,35,6.269663962999999,60.0,"N deficient, P deficient, K deficient",Moderate
32,25,35,5.892913826,50.0,"N deficient, P deficient, K deficient",Moderate
33,23,45,7.116538883,60.0,"N deficient, P deficient",Moderate
4,14,41,6.430163481,60.0,"N deficient, P deficient",Moderate
13,17,45,7.159520979,60.0,"N deficient, P deficient",Moderate
39,24,39,6.431265737,50.0,"N deficient, P deficient, K deficient",Moderate
8,28,37,6.082571701,50.0,"N deficient, P deficient, K deficient",Moderate
91,94,46,6.149934034,90.0,P excess,Healthy
105,95,50,5.849076099,90.0,P excess,Healthy
108,92,53,6.276800323,90.0,P excess,Healthy
86,76,54,5.926824754,100.0,No major deficiency,Healthy
80,77,49,5.519088423,100.0,No major deficiency,Healthy
93,94,53,6.079178787999999,90.0,P excess,Healthy
90,92,55,6.13465588,90.0,P excess,Healthy
108,89,53,5.808497603999999,90.0,P excess,Healthy
108,88,55,5.891458107,90.0,P excess,Healthy
105,77,52,5.816622478999999,100.0,No major deficiency,Healthy
118,88,52,5.8431631610000005,90.0,P excess,Healthy
101,87,54,6.376756632999999,90.0,P excess,Healthy
95,75,50,5.623615687000001,100.0,No major deficiency,Healthy
106,85,53,5.91505509,90.0,P excess,Healthy
86,95,49,6.458714879,90.0,P excess,Healthy
83,79,55,5.565028635,100.0,No major deficiency,Healthy
85,95,47,6.211833161,90.0,P excess,Healthy
109,79,45,6.490074429,100.0,No major deficiency,Healthy
100,76,45,5.590236025,100.0,No major deficiency,Healthy
117,86,48,6.225225238999999,90.0,P excess,Healthy
114,94,53,6.190757458999999,90.0,P excess,Healthy
110,78,50,5.915568968,100.0,No major deficiency,Healthy
94,70,48,6.195152442,100.0,No major deficiency,Healthy
80,71,47,6.156373499,100.0,No major deficiency,Healthy
114,79,51,6.313197204,100.0,No major deficiency,Healthy
88,78,45,6.324270089,100.0,No major deficiency,Healthy
112,73,48,5.7074889870000005,100.0,No major deficiency,Healthy
117,76,47,6.119216009,100.0,No major deficiency,Healthy
111,87,48,5.571401169,90.0,P excess,Healthy
89,83,47,5.63127166,90.0,P excess,Healthy
93,91,47,6.101241579,90.0,P excess,Healthy
92,81,52,6.438137278999998,90.0,P excess,Healthy
105,74,45,6.098369122,100.0,No major deficiency,Healthy
102,71,48,5.695267822000001,100.0,No major deficiency,Healthy
94,91,51,5.6180944460000015,90.0,P excess,Healthy
116,71,47,6.435785799,100.0,No major deficiency,Healthy
117,79,49,6.176644228,100.0,No major deficiency,Healthy
119,72,55,6.220643671,100.0,No major deficiency,Healthy
99,73,53,5.8717022110000014,100.0,No major deficiency,Healthy
91,84,52,6.390741836,90.0,P excess,Healthy
80,90,47,6.21084479,90.0,P excess,Healthy
101,70,48,6.012696655,100.0,No major deficiency,Healthy
108,89,53,5.908770059,90.0,P excess,Healthy
100,80,52,6.049801781,100.0,No major deficiency,Healthy
109,91,53,6.010095852999999,90.0,P excess,Healthy
82,78,46,5.738678895,100.0,No major deficiency,Healthy
106,70,55,5.74055541,100.0,No major deficiency,Healthy
90,86,52,5.793260262,90.0,P excess,Healthy
83,95,50,5.50947065,90.0,P excess,Healthy
119,90,48,5.986442306,90.0,P excess,Healthy
107,72,45,5.790768046,100.0,No major deficiency,Healthy
116,81,55,5.915546415,90.0,P excess,Healthy
101,75,50,6.242528277999999,100.0,No major deficiency,Healthy
93,81,50,6.0360792660000016,90.0,P excess,Healthy
95,75,45,5.829898502000001,100.0,No major deficiency,Healthy
107,71,55,6.088064451,100.0,No major deficiency,Healthy
83,94,47,6.469370954,90.0,P excess,Healthy
102,73,54,5.720726906,100.0,No major deficiency,Healthy
86,79,45,5.80766417,100.0,No major deficiency,Healthy
117,86,53,5.703381727999999,90.0,P excess,Healthy
111,79,53,6.165001277999999,100.0,No major deficiency,Healthy
95,74,50,6.002481605,100.0,No major deficiency,Healthy
91,75,55,6.212369363,100.0,No major deficiency,Healthy
93,83,46,5.765308943,90.0,P excess,Healthy
92,85,51,5.740764682000001,90.0,P excess,Healthy
104,80,54,5.879119455,100.0,No major deficiency,Healthy
103,72,51,6.099478745,100.0,No major deficiency,Healthy
92,75,45,5.674403358999999,100.0,No major deficiency,Healthy
93,85,49,5.694243847,90.0,P excess,Healthy
120,87,52,5.905494703,90.0,P excess,Healthy
108,72,46,6.110844721,100.0,No major deficiency,Healthy
105,88,54,6.020445317,90.0,P excess,Healthy
98,79,50,6.435917308,100.0,No major deficiency,Healthy
111,88,55,5.505393832999999,90.0,P excess,Healthy
97,74,45,5.677719902000001,100.0,No major deficiency,Healthy
95,82,48,5.719014989,90.0,P excess,Healthy
89,91,55,6.275572297999999,90.0,P excess,Healthy
89,85,55,6.275384607,90.0,P excess,Healthy
118,88,51,6.201911642000001,90.0,P excess,Healthy
101,92,45,5.758054257,90.0,P excess,Healthy
99,92,47,6.3239336470000005,90.0,P excess,Healthy
82,77,46,5.901100841,100.0,No major deficiency,Healthy
90,86,55,5.644486582000001,90.0,P excess,Healthy
95,88,52,6.235461772000001,90.0,P excess,Healthy
104,73,46,6.28236237,100.0,No major deficiency,Healthy
102,73,52,6.356090905,100.0,No major deficiency,Healthy
100,74,52,5.837258235,100.0,No major deficiency,Healthy
94,89,48,5.653437902,90.0,P excess,Healthy
99,70,46,5.727469947,100.0,No major deficiency,Healthy
112,87,48,6.200111067999999,90.0,P excess,Healthy
117,82,45,5.614471478,90.0,P excess,Healthy
96,86,51,6.257369799,90.0,P excess,Healthy
113,85,45,6.037430836,90.0,P excess,Healthy
105,93,46,5.760457558,90.0,P excess,Healthy
85,89,51,6.1581644220000005,90.0,P excess,Healthy
108,94,47,6.387431382999999,90.0,P excess,Healthy
92,81,52,5.891413895,90.0,P excess,Healthy
110,71,54,5.725418961,100.0,No major deficiency,Healthy
82,75,55,6.281069505,100.0,No major deficiency,Healthy
117,81,53,5.507641777999999,90.0,P excess,Healthy
2,40,27,5.954626604,60.0,"N deficient, K deficient",Moderate
39,24,31,4.757114897,30.0,"N deficient, P deficient, K deficient, ph deficient",Poor
21,26,27,5.6995869720000005,40.0,"N deficient, P deficient, K deficient",Poor
25,22,25,5.977413802999999,40.0,"N deficient, P deficient, K deficient",Poor
0,21,32,6.430139436,50.0,"N deficient, P deficient, K deficient",Moderate
20,19,35,6.113935087000001,50.0,"N deficient, P deficient, K deficient",Moderate
19,21,34,5.074272692,40.0,"N deficient, P deficient, K deficient, ph deficient",Poor
18,17,31,5.667507706,40.0,"N deficient, P deficient, K deficient",Poor
11,36,33,5.978634285,60.0,"N deficient, P deficient, K deficient",Moderate
30,28,30,5.064613314,30.0,"N deficient, P deficient, K deficient, ph deficient",Poor
18,19,27,4.772385986000001,30.0,"N deficient, P deficient, K deficient, ph deficient",Poor
23,23,27,5.161148592,30.0,"N deficient, P deficient, K deficient, ph deficient",Poor
37,30,34,6.797779227,50.0,"N deficient, P deficient, K deficient",Moderate
11,27,30,6.39474303,40.0,"N deficient, P deficient, K deficient",Poor
12,19,31,5.566704378,40.0,"N deficient, P deficient, K deficient",Poor
3,28,33,5.755049971,50.0,"N deficient, P deficient, K deficient",Moderate
37,38,32,5.417340525,50.0,"N deficient, P deficient, K deficient, ph deficient",Moderate
26,37,30,6.166173833999999,50.0,"N deficient, P deficient, K deficient",Moderate
14,18,30,5.191265116,30.0,"N deficient, P deficient, K deficient, ph deficient",Poor
40,16,35,4.954739564,50.0,"N deficient, P deficient, K deficient, ph deficient",Moderate
4,20,25,5.664587011,40.0,"N deficient, P deficient, K deficient",Poor
36,25,33,5.548584852,50.0,"N deficient, P deficient, K deficient",Moderate
30,17,31,6.804437106,40.0,"N deficient, P deficient, K deficient",Poor
28,37,28,6.097869767000001,50.0,"N deficient, P deficient, K deficient",Moderate
38,15,30,5.075504537,30.0,"N deficient, P deficient, K deficient, ph deficient",Poor
12,37,30,4.546466109,40.0,"N deficient, P deficient, K deficient, ph deficient",Poor
38,19,31,5.855119267999999,40.0,"N deficient, P deficient, K deficient",Poor
8,33,29,6.442393461,50.0,"N deficient, P deficient, K deficient",Moderate
15,27,28,4.507523551,30.0,"N deficient, P deficient, K deficient, ph deficient",Poor
34,16,25,6.10729559,40.0,"N deficient, P deficient, K deficient",Poor
11,36,31,6.47544932,50.0,"N deficient, P deficient, K deficient",Moderate
33,29,34,6.832979508999999,50.0,"N deficient, P deficient, K deficient",Moderate
12,31,26,5.395275719,30.0,"N deficient, P deficient, K deficient, ph deficient",Poor
12,34,28,6.13526938,50.0,"N deficient, P deficient, K deficient",Moderate
5,16,31,4.555688532,30.0,"N deficient, P deficient, K deficient, ph deficient",Poor
1,30,29,6.4341977560000005,40.0,"N deficient, P deficient, K deficient",Poor
16,35,31,5.316875978000001,40.0,"N deficient, P deficient, K deficient, ph deficient",Poor
35,18,26,5.279388967,30.0,"N deficient, P deficient, K deficient, ph deficient",Poor
4,40,26,6.720041791,60.0,"N deficient, K deficient",Moderate
9,29,34,5.72742254,50.0,"N deficient, P deficient, K deficient",Moderate
2,38,33,4.691396195,50.0,"N deficient, P deficient, K deficient, ph deficient",Moderate
26,32,32,6.810186079,60.0,"N deficient, P deficient, K deficient",Moderate
34,38,31,6.454045329,50.0,"N deficient, P deficient, K deficient",Moderate
5,32,33,5.842763773,60.0,"N deficient, P deficient, K deficient",Moderate
31,29,26,5.024124683999999,30.0,"N deficient, P deficient, K deficient, ph deficient",Poor
34,34,35,6.422710539,60.0,"N deficient, P deficient, K deficient",Moderate
36,19,32,4.94295037,40.0,"N deficient, P deficient, K deficient, ph deficient",Poor
7,17,26,6.414526606,40.0,"N deficient, P deficient, K deficient",Poor
38,15,27,6.777788126,40.0,"N deficient, P deficient, K deficient",Poor
5,19,25,6.441328044,40.0,"N deficient, P deficient, K deficient",Poor
37,36,26,4.650536197,40.0,"N deficient, P deficient, K deficient, ph deficient",Poor
21,31,32,5.254532213,40.0,"N deficient, P deficient, K deficient, ph deficient",Poor
37,36,27,5.910634533,50.0,"N deficient, P deficient, K deficient",Moderate
23,23,30,4.755273631000001,30.0,"N deficient, P deficient, K deficient, ph deficient",Poor
36,26,26,6.814630246,40.0,"N deficient, P deficient, K deficient",Poor
24,33,35,5.342866119,50.0,"N deficient, P deficient, K deficient, ph deficient",Moderate
26,18,30,6.336234623999999,40.0,"N deficient, P deficient, K deficient",Poor
22,17,26,4.754435025,30.0,"N deficient, P deficient, K deficient, ph deficient",Poor
11,34,32,6.831706773,60.0,"N deficient, P deficient, K deficient",Moderate
29,35,28,6.9674177660000005,50.0,"N deficient, P deficient, K deficient",Moderate
22,28,26,4.947683034,30.0,"N deficient, P deficient, K deficient, ph deficient",Poor
23,24,32,5.630619901,50.0,"N deficient, P deficient, K deficient",Moderate
1,35,34,6.27339822,60.0,"N deficient, P deficient, K deficient",Moderate
2,24,34,6.472774648,50.0,"N deficient, P deficient, K deficient",Moderate
39,37,25,6.953246506,50.0,"N deficient, P deficient, K deficient",Moderate
15,36,27,5.6437102160000014,50.0,"N deficient, P deficient, K deficient",Moderate
3,18,31,6.392313972999999,40.0,"N deficient, P deficient, K deficient",Poor
8,38,32,4.981816523,50.0,"N deficient, P deficient, K deficient, ph deficient",Moderate
33,31,34,5.421265282999999,40.0,"N deficient, P deficient, K deficient, ph deficient",Poor
14,29,32,6.942520105,50.0,"N deficient, P deficient, K deficient",Moderate
18,20,26,5.435840509,30.0,"N deficient, P deficient, K deficient, ph deficient",Poor
9,21,32,5.870116071,50.0,"N deficient, P deficient, K deficient",Moderate
20,30,27,4.74910393,30.0,"N deficient, P deficient, K deficient, ph deficient",Poor
9,38,25,5.497946899,40.0,"N deficient, P deficient, K deficient, ph deficient",Poor
26,24,34,6.811291098,50.0,"N deficient, P deficient, K deficient",Moderate
31,36,29,6.460542749,50.0,"N deficient, P deficient, K deficient",Moderate
14,18,35,4.791146778,40.0,"N deficient, P deficient, K deficient, ph deficient",Poor
40,16,35,6.4841522000000005,60.0,"N deficient, P deficient, K deficient",Moderate
28,27,34,6.526654345,50.0,"N deficient, P deficient, K deficient",Moderate
0,17,30,6.279133738,40.0,"N deficient, P deficient, K deficient",Poor
1,29,29,6.052026047000001,40.0,"N deficient, P deficient, K deficient",Poor
2,36,31,5.73171945,50.0,"N deficient, P deficient, K deficient",Moderate
12,27,26,5.32307197,30.0,"N deficient, P deficient, K deficient, ph deficient",Poor
7,28,35,4.66910839,40.0,"N deficient, P deficient, K deficient, ph deficient",Poor
0,36,26,5.101206389,40.0,"N deficient, P deficient, K deficient, ph deficient",Poor
26,35,31,5.339556562,40.0,"N deficient, P deficient, K deficient, ph deficient",Poor
27,21,30,5.061081874,30.0,"N deficient, P deficient, K deficient, ph deficient",Poor
22,38,31,5.8211060360000015,50.0,"N deficient, P deficient, K deficient",Moderate
22,18,31,5.956027059,40.0,"N deficient, P deficient, K deficient",Poor
28,23,28,5.676032581,40.0,"N deficient, P deficient, K deficient",Poor
7,31,27,6.524114355,40.0,"N deficient, P deficient, K deficient",Poor
29,34,26,6.2739536760000005,50.0,"N deficient, P deficient, K deficient",Moderate
8,37,33,6.128167757000001,60.0,"N deficient, P deficient, K deficient",Moderate
39,16,27,4.934964765,30.0,"N deficient, P deficient, K deficient, ph deficient",Poor
40,24,25,5.445008416,40.0,"N deficient, P deficient, K deficient, ph deficient",Poor
19,38,26,4.525722333,40.0,"N deficient, P deficient, K deficient, ph deficient",Poor
21,21,30,5.403908327999999,30.0,"N deficient, P deficient, K deficient, ph deficient",Poor
22,18,33,6.621623545,50.0,"N deficient, P deficient, K deficient",Moderate
31,20,30,6.207495815,40.0,"N deficient, P deficient, K deficient",Poor
18,26,31,5.418475257000001,30.0,"N deficient, P deficient, K deficient, ph deficient",Poor
24,130,195,6.112305667,40.0,"N deficient, P excess, K excess",Poor
13,144,204,6.092241627000001,40.0,"N deficient, P excess, K excess",Poor
22,123,205,5.896343436,40.0,"N deficient, P excess, K excess",Poor
36,125,196,6.15526103,40.0,"N deficient, P excess, K excess",Poor
24,131,196,5.732453638,40.0,"N deficient, P excess, K excess",Poor
2,123,198,6.253034534,40.0,"N deficient, P excess, K excess",Poor
35,140,197,6.106190557000001,40.0,"N deficient, P excess, K excess",Poor
11,122,195,5.647202395,40.0,"N deficient, P excess, K excess",Poor
6,123,203,6.130310493,40.0,"N deficient, P excess, K excess",Poor
17,134,204,6.499604931,40.0,"N deficient, P excess, K excess",Poor
25,130,197,5.554831977,40.0,"N deficient, P excess, K excess",Poor
27,145,205,5.800242694,40.0,"N deficient, P excess, K excess",Poor
9,122,201,5.570290539,40.0,"N deficient, P excess, K excess",Poor
16,139,203,6.27564088,40.0,"N deficient, P excess, K excess",Poor
32,141,204,5.536645599,40.0,"N deficient, P excess, K excess",Poor
22,138,195,6.208196881,40.0,"N deficient, P excess, K excess",Poor
31,144,202,5.870600622,40.0,"N deficient, P excess, K excess",Poor
3,136,205,6.334771461,40.0,"N deficient, P excess, K excess",Poor
28,122,197,5.856575335,40.0,"N deficient, P excess, K excess",Poor
4,136,204,5.898944282,40.0,"N deficient, P excess, K excess",Poor
39,145,201,5.775600435,40.0,"N deficient, P excess, K excess",Poor
38,132,197,5.931101816,40.0,"N deficient, P excess, K excess",Poor
36,133,198,6.2286454,40.0,"N deficient, P excess, K excess",Poor
25,121,201,5.594240602999999,40.0,"N deficient, P excess, K excess",Poor
15,125,199,5.569230319,40.0,"N deficient, P excess, K excess",Poor
24,140,205,5.93202852,40.0,"N deficient, P excess, K excess",Poor
13,132,203,6.423216506,40.0,"N deficient, P excess, K excess",Poor
5,126,197,6.417500829,40.0,"N deficient, P excess, K excess",Poor
30,120,200,6.234904253,40.0,"N deficient, P excess, K excess",Poor
23,142,197,6.000573725,40.0,"N deficient, P excess, K excess",Poor
26,135,203,5.6851027689999984,40.0,"N deficient, P excess, K excess",Poor
7,126,203,5.662140095,40.0,"N deficient, P excess, K excess",Poor
32,139,198,6.358186848,40.0,"N deficient, P excess, K excess",Poor
9,141,202,6.119495295,40.0,"N deficient, P excess, K excess",Poor
20,142,196,6.207600782999999,40.0,"N deficient, P excess, K excess",Poor
32,129,201,6.48754639,40.0,"N deficient, P excess, K excess",Poor
3,134,199,5.81717753,40.0,"N deficient, P excess, K excess",Poor
38,138,204,6.325480034,40.0,"N deficient, P excess, K excess",Poor
14,131,198,5.562790949,40.0,"N deficient, P excess, K excess",Poor
20,122,204,6.487369687,40.0,"N deficient, P excess, K excess",Poor
40,126,201,6.116982944,50.0,"N deficient, P excess, K excess",Moderate
36,128,204,5.695792761,40.0,"N deficient, P excess, K excess",Poor
11,132,197,5.7343170070000005,40.0,"N deficient, P excess, K excess",Poor
0,137,195,6.329499832000001,40.0,"N deficient, P excess, K excess",Poor
19,123,200,6.167013532,40.0,"N deficient, P excess, K excess",Poor
31,136,197,5.653776057999999,40.0,"N deficient, P excess, K excess",Poor
4,134,200,5.840256272,40.0,"N deficient, P excess, K excess",Poor
39,139,201,5.5399808120000005,40.0,"N deficient, P excess, K excess",Poor
8,127,196,5.833302165,40.0,"N deficient, P excess, K excess",Poor
39,138,203,6.399433771,40.0,"N deficient, P excess, K excess",Poor
32,120,204,6.138958698,40.0,"N deficient, P excess, K excess",Poor
12,142,203,5.972850837999999,40.0,"N deficient, P excess, K excess",Poor
8,133,195,6.456079585,40.0,"N deficient, P excess, K excess",Poor
8,139,199,6.3364266670000005,40.0,"N deficient, P excess, K excess",Poor
21,134,202,6.425419926,40.0,"N deficient, P excess, K excess",Poor
40,140,195,6.2943956760000015,50.0,"N deficient, P excess, K excess",Moderate
39,127,202,6.477768039,40.0,"N deficient, P excess, K excess",Poor
19,120,195,5.931538447,40.0,"N deficient, P excess, K excess",Poor
21,139,201,5.980598579,40.0,"N deficient, P excess, K excess",Poor
17,136,195,6.389783283,40.0,"N deficient, P excess, K excess",Poor
33,139,203,5.693287415,40.0,"N deficient, P excess, K excess",Poor
22,133,201,6.00299607,40.0,"N deficient, P excess, K excess",Poor
32,130,196,6.372959542,40.0,"N deficient, P excess, K excess",Poor
37,135,205,5.510924848999999,40.0,"N deficient, P excess, K excess",Poor
15,140,195,5.69945282,40.0,"N deficient, P excess, K excess",Poor
39,132,196,5.778594403,40.0,"N deficient, P excess, K excess",Poor
40,121,199,6.315586313,50.0,"N deficient, P excess, K excess",Moderate
40,132,202,5.9718130060000005,50.0,"N deficient, P excess, K excess",Moderate
29,142,203,5.891195653,40.0,"N deficient, P excess, K excess",Poor
32,121,199,6.129812716,40.0,"N deficient, P excess, K excess",Poor
6,140,205,6.313085601,40.0,"N deficient, P excess, K excess",Poor
8,120,196,6.053662544,40.0,"N deficient, P excess, K excess",Poor
34,133,202,5.804799142,40.0,"N deficient, P excess, K excess",Poor
35,135,199,6.400719746,40.0,"N deficient, P excess, K excess",Poor
16,145,199,5.953966361,40.0,"N deficient, P excess, K excess",Poor
8,136,201,5.6092559920000005,40.0,"N deficient, P excess, K excess",Poor
25,129,195,5.777271492000001,40.0,"N deficient, P excess, K excess",Poor
16,130,201,5.682395429,40.0,"N deficient, P excess, K excess",Poor
39,129,203,5.863996687,40.0,"N deficient, P excess, K excess",Poor
38,135,203,6.444373116,40.0,"N deficient, P excess, K excess",Poor
33,120,205,5.550832177999999,40.0,"N deficient, P excess, K excess",Poor
35,125,204,6.107741787999999,40.0,"N deficient, P excess, K excess",Poor
1,132,200,5.620745638,40.0,"N deficient, P excess, K excess",Poor
39,140,203,6.349875906,40.0,"N deficient, P excess, K excess",Poor
28,145,202,6.484323189,40.0,"N deficient, P excess, K excess",Poor
6,128,200,5.838748311,40.0,"N deficient, P excess, K excess",Poor
6,139,199,6.29099842,40.0,"N deficient, P excess, K excess",Poor
29,122,196,5.638328481,40.0,"N deficient, P excess, K excess",Poor
37,144,197,6.415555956,40.0,"N deficient, P excess, K excess",Poor
38,120,197,6.323722572,40.0,"N deficient, P excess, K excess",Poor
38,141,198,5.757009965,40.0,"N deficient, P excess, K excess",Poor
14,121,203,6.1586894060000015,40.0,"N deficient, P excess, K excess",Poor
6,125,204,5.7335398070000005,40.0,"N deficient, P excess, K excess",Poor
